from,to,in_degree_from,in_degree_to,out_degree_from,out_degree_to,overall_degree_from,overall_degree_to,label
860409,3100603,38,3,2413,0,2451,3,1
1327939,1208549,65,84,48,187,113,271,1
2260014,3493291,2466,1,98622,0,101088,1,1
3873768,2195343,449,136,35424,0,35873,136,1
97028,3438576,619,3424,8923,137753,9542,141177,1
2476549,4036558,266,81,3070,0,3336,81,1
1615261,4467193,955,30,12715,0,13670,30,1
3438576,3612286,3424,4,137753,0,141177,4,1
256934,4259492,287,51,11635,0,11922,51,1
89979,3871554,65,947,658,16042,723,16989,1
2148937,663931,672,1,47361,0,48033,1,1
2981537,1841152,1252,3,118718,0,119970,3,1
3288730,2759687,117,63,4627,0,4744,63,1
1927211,3102873,1668,341,113322,15098,114990,15439,1
3549674,1058032,602,109,38542,0,39144,109,1
4295952,1040749,808,48,57369,0,58177,48,1
3115867,2063041,1350,238,61232,0,62582,238,1
4816740,17658,141,115,7750,0,7891,115,1
427805,3663168,483,9,156906,0,157389,9,1
2851109,1955495,450,3,98552,0,99002,3,1
3065808,1870577,1235,79,82317,0,83552,79,1
1541866,2560514,542,17,16481,0,17023,17,1
3088808,4735853,227,29,7820,0,8047,29,1
2800745,1051606,34,13,129,0,163,13,1
3462923,1396803,369,271,817,0,1186,271,1
354904,319135,3193,22,105780,0,108973,22,1
2355092,4457442,30,41,2544,0,2574,41,1
2260014,2637902,2466,13,98622,0,101088,13,1
529424,2007491,39,803,447,0,486,803,1
2827436,4211046,882,32,271525,0,272407,32,1
2886330,3046452,415,13,10154,0,10569,13,1
1276253,395766,407,1,46534,0,46941,1,1
1763353,2361862,126,1,10072,0,10198,1,1
4008078,1591206,44,4,40,33,84,37,1
4360960,1179245,1642,10,110084,0,111726,10,1
4777127,325789,53,1,2347,0,2400,1,1
4642569,4660337,872,152,27586,0,28458,152,1
3871554,2571898,947,23,16042,0,16989,23,1
4856623,2885693,125,123,1815,0,1940,123,1
544230,3527356,1532,1,60768,0,62300,1,1
4266665,2256060,91,36,1894,0,1985,36,1
1887148,4313160,189,81,672,0,861,81,1
4179343,4373873,119,8,9822,0,9941,8,1
765601,194599,1485,67,101510,0,102995,67,1
2199673,2142510,118,58,2496,0,2614,58,1
3137900,1406521,357,3,6655,0,7012,3,1
2164178,369537,574,90,6134,0,6708,90,1
765601,2825118,1485,92,101510,0,102995,92,1
4853234,4834903,1256,16,29554,0,30810,16,1
1064989,3603321,140,26,1201,0,1341,26,1
491505,1173242,202,50,546,0,748,50,1
3842148,2793360,719,177,11430,0,12149,177,1
786311,1559950,32,382,18,1524,50,1906,1
155821,35868,117,16,5678,0,5795,16,1
595757,1115667,340,310,26738,0,27078,310,1
3502325,4389781,93,33,1096,166,1189,199,1
1317294,3239528,89,1,7800,0,7889,1,1
3814106,2773593,163,9,1144,0,1307,9,1
3742930,2518122,410,23,22242,0,22652,23,1
3936039,137947,799,70,23884,0,24683,70,1
3071504,4629260,80,93,3797,0,3877,93,1
2516076,4408724,1455,30,77782,0,79237,30,1
3438576,3041180,3424,2,137753,0,141177,2,1
3361377,2502566,4841,1,761793,0,766634,1,1
1777808,3074566,211,55,3413,0,3624,55,1
2093446,1231051,4,4,78,0,82,4,1
4838376,406502,606,42,26838,0,27444,42,1
4730895,1927211,125,1668,1911,113322,2036,114990,1
522588,2978297,496,130,20091,0,20587,130,1
3280389,391055,1101,2,411419,0,412520,2,1
2147720,3808242,1608,31,78786,0,80394,31,1
1062967,4787628,260,14,15276,0,15536,14,1
259575,2972986,260,135,13949,0,14209,135,1
3509903,3223774,1530,3,509445,0,510975,3,1
431086,2249551,619,3,14910,0,15529,3,1
1552756,1005989,7,1,24,0,31,1,1
4563259,4572141,136,32,4740,0,4876,32,1
3707352,1293807,144,1837,5112,30865,5256,32702,1
4360960,2128195,1642,56,110084,0,111726,56,1
3264857,3473478,17,11,86,0,103,11,1
3842148,4088988,719,93,11430,0,12149,93,1
2158267,711396,62,130,692,0,754,130,1
2827436,562367,882,2,271525,0,272407,2,1
1436174,1547545,105,1,9512,0,9617,1,1
1887669,893440,733,45,23145,0,23878,45,1
940526,3412543,475,4,20786,0,21261,4,1
907654,3341068,798,192,24575,0,25373,192,1
1534362,2488010,1531,208,105859,0,107390,208,1
530200,3715085,2035,27,62809,0,64844,27,1
2107861,942786,535,17,25743,0,26278,17,1
4710065,755739,41,1117,225,58043,266,59160,1
1822719,147154,285,14,22351,0,22636,14,1
1103332,3162070,732,65,59415,0,60147,65,1
3922194,2721412,175,273,1847,2733,2022,3006,1
1276253,1811942,407,1,46534,0,46941,1,1
2887240,2335903,1143,15,118405,0,119548,15,1
2278719,953685,107,294,786,1000,893,1294,1
3361377,2091180,4841,4,761793,0,766634,4,1
842615,3774090,510,201,12316,0,12826,201,1
2496454,3364382,320,85,2769,0,3089,85,1
4624595,263860,722,3,53368,0,54090,3,1
2417353,1979390,37,28,139,0,176,28,1
4417253,1625896,1130,24,68389,0,69519,24,1
4209323,4461433,1630,55,89460,0,91090,55,1
2412131,2783010,119,24,1767,0,1886,24,1
2851109,1170129,450,2,98552,0,99002,2,1
2890380,3730785,78,51,255,0,333,51,1
1528477,1761432,9,526,103,3381,112,3907,1
4296372,767094,33,7,686,0,719,7,1
3361377,1587420,4841,1,761793,0,766634,1,1
4411870,2812155,948,79,60517,0,61465,79,1
307250,4049784,919,2,35588,0,36507,2,1
1431189,4670884,167,9,3075,0,3242,9,1
3638272,4340719,2022,1,370904,0,372926,1,1
3361377,486564,4841,1,761793,0,766634,1,1
2948092,2461760,412,162,18486,0,18898,162,1
2540979,1702872,245,7,1451,0,1696,7,1
2157608,117186,50,29,528,0,578,29,1
2827436,1296462,882,1,271525,0,272407,1,1
3424598,89635,30,29,341,0,371,29,1
4715501,3154815,176,1,1688,0,1864,1,1
4539039,299927,35,2,5584,0,5619,2,1
474172,4341830,471,53,38713,0,39184,53,1
3764177,1655484,1036,66,64563,0,65599,66,1
3257653,4333234,100,3,5222,0,5322,3,1
1843507,2421009,537,3,11729,0,12266,3,1
510245,493306,38,9,757,0,795,9,1
1600857,2246509,324,2,10576,0,10900,2,1
2498087,2143465,1630,213,32582,0,34212,213,1
3671141,1875089,1444,55,48400,0,49844,55,1
1580988,663754,2821,1,400133,0,402954,1,1
790848,3805685,196,21,957,0,1153,21,1
3395938,3927503,546,8,39878,0,40424,8,1
1345777,3065504,187,12,1667,0,1854,12,1
4853234,4173883,1256,1,29554,0,30810,1,1
3280389,4546025,1101,8,411419,0,412520,8,1
860473,4673478,751,4,20450,0,21201,4,1
2698749,847669,108,3,2511,0,2619,3,1
4302921,1553389,509,5,13289,0,13798,5,1
4744878,839182,68,89,1896,0,1964,89,1
1836049,4164625,13,3,160,0,173,3,1
987626,1838271,238,849,1743,0,1981,849,1
2752145,2399401,79,73,1888,0,1967,73,1
4272102,3222336,1608,122,104171,0,105779,122,1
386424,1015918,131,57,7871,0,8002,57,1
414608,1784309,50,25,5531,0,5581,25,1
3836080,198484,1197,44,59457,0,60654,44,1
307250,557802,919,2,35588,0,36507,2,1
2376170,1644309,42,29,1086,0,1128,29,1
2260014,1981818,2466,6,98622,0,101088,6,1
1913445,260551,564,49,47943,0,48507,49,1
847029,1762138,174,29,693,0,867,29,1
855821,954991,770,85,5493,0,6263,85,1
4236325,2799855,372,64,6103,0,6475,64,1
4801471,688037,585,6,17979,0,18564,6,1
3765475,2608134,873,1,107914,0,108787,1,1
3178233,2191591,122,179,348,0,470,179,1
4727207,2022124,925,1,84581,0,85506,1,1
3280389,902960,1101,1,411419,0,412520,1,1
1635215,3155084,209,78,8253,0,8462,78,1
1927211,3625844,1668,14,113322,0,114990,14,1
4011264,133329,1360,25,116777,0,118137,25,1
3173081,2770141,204,14,1344,0,1548,14,1
1580988,2118676,2821,1,400133,0,402954,1,1
4604311,4068396,29,2,7472,0,7501,2,1
2443201,1436216,75,1068,669,68770,744,69838,1
1705425,3951977,248,77,6280,0,6528,77,1
1436216,2241387,1068,11,68770,0,69838,11,1
2261139,360892,2014,165,42851,0,44865,165,1
1293807,835734,1837,5,30865,0,32702,5,1
1906576,2875205,3,9,185,0,188,9,1
2514271,4632001,387,131,19070,0,19457,131,1
3280389,4434102,1101,2,411419,0,412520,2,1
4751453,2296339,520,101,27570,0,28090,101,1
672662,187379,86,267,194,0,280,267,1
1250021,2016737,4637,6,85913,0,90550,6,1
4191410,4272534,1590,4,96434,0,98024,4,1
2576364,520760,108,124,1654,0,1762,124,1
3671141,72121,1444,82,48400,0,49844,82,1
748019,4113904,675,22,18480,0,19155,22,1
4395006,4232568,239,275,1862,36,2101,311,1
4030529,622660,299,6,3324,0,3623,6,1
2745133,4591543,85,488,2347,0,2432,488,1
1591435,2322661,387,4,31245,0,31632,4,1
2257251,4321977,149,19,470,0,619,19,1
1236075,1620263,344,36,2346,0,2690,36,1
3438576,3835880,3424,4,137753,0,141177,4,1
2075015,568564,2664,77,85781,0,88445,77,1
2516076,152823,1455,58,77782,0,79237,58,1
3054589,3406104,68,68,1104,0,1172,68,1
3910135,858054,298,28,14348,0,14646,28,1
2052485,2145633,59,55,2664,0,2723,55,1
3940115,3956913,111,197,462,167,573,364,1
2161539,4787157,9,10,22,0,31,10,1
4416945,2814617,417,74,33228,0,33645,74,1
3280389,2607889,1101,1,411419,0,412520,1,1
1800445,2700916,132,651,2387,0,2519,651,1
1055530,4423184,415,384,14969,29809,15384,30193,1
4653941,2292702,951,2,45883,0,46834,2,1
507060,4338741,191,284,6141,0,6332,284,1
4103612,3575260,932,242,5655,5576,6587,5818,1
1988347,4201375,205,182,3660,0,3865,182,1
2872979,2025845,341,14,28510,0,28851,14,1
288324,336220,90,4,1983,0,2073,4,1
3422093,3374678,201,18,2559,0,2760,18,1
2772113,609775,792,26,42907,0,43699,26,1
3361377,2774871,4841,1,761793,0,766634,1,1
2791231,4354289,183,3,5221,0,5404,3,1
4533803,2819798,8,21,48,47,56,68,1
3419326,366980,24,114,1048,497,1072,611,1
3509903,4019697,1530,2,509445,0,510975,2,1
3278135,4762637,358,56,7252,0,7610,56,1
4209323,2216375,1630,633,89460,0,91090,633,1
3291396,4590105,195,21,11502,0,11697,21,1
2827436,3371744,882,1,271525,0,272407,1,1
3291396,1002186,195,4,11502,0,11697,4,1
2498087,3593620,1630,234,32582,0,34212,234,1
4435816,3778138,262,4,8391,0,8653,4,1
2343253,3727181,1882,21,86401,0,88283,21,1
4169623,37520,21,179,110,0,131,179,1
4467395,2934717,2084,53,14574,0,16658,53,1
2204348,2544503,89,8,970,0,1059,8,1
4829442,3709040,75,168,1847,0,1922,168,1
1534362,4255150,1531,116,105859,0,107390,116,1
1494665,547011,668,19,37638,0,38306,19,1
1897168,184448,85,19,1905,0,1990,19,1
3206499,2898851,1337,29,32033,157,33370,186,1
3683235,1975550,311,3,23110,0,23421,3,1
1206697,2529661,685,493,5595,27309,6280,27802,1
1787075,231970,894,37,28305,0,29199,37,1
4842461,2405845,450,97,3728,0,4178,97,1
2092043,2908445,73,21,2886,0,2959,21,1
1250021,1201440,4637,8,85913,0,90550,8,1
276216,2290962,312,20,12600,0,12912,20,1
3058068,477464,124,2,12734,0,12858,2,1
3294702,4803016,991,8,68888,0,69879,8,1
805360,761937,1514,23,119306,0,120820,23,1
4272102,4506104,1608,49,104171,0,105779,49,1
3201636,4210163,6,16,286,0,292,16,1
1541866,4732706,542,94,16481,0,17023,94,1
1966548,4290640,208,107,53149,0,53357,107,1
4143940,3369079,49,4,418,0,467,4,1
3280389,2564385,1101,2,411419,0,412520,2,1
2521890,2817499,7,20,21,0,28,20,1
3288730,2869242,117,71,4627,0,4744,71,1
957197,4740438,614,1,37109,0,37723,1,1
932720,3022716,1411,16,111323,0,112734,16,1
607449,1225096,380,31,19369,0,19749,31,1
151693,3937380,436,73,12181,0,12617,73,1
1927211,2621293,1668,237,113322,0,114990,237,1
3361377,985717,4841,3,761793,0,766634,3,1
679540,2376259,396,136,8028,0,8424,136,1
1086912,2011085,907,10,33396,0,34303,10,1
2188394,4203863,166,30,2340,350,2506,380,1
3147075,2931055,7,28,109,0,116,28,1
1534362,2096151,1531,208,105859,0,107390,208,1
1196844,1876426,548,16,36289,0,36837,16,1
1792987,3567246,97,192,3867,3712,3964,3904,1
3444181,2853821,69,3,217,45,286,48,1
530200,3818652,2035,3,62809,0,64844,3,1
3361377,712926,4841,124,761793,0,766634,124,1
4727207,4687507,925,3,84581,0,85506,3,1
4327096,1022993,234,47,2944,0,3178,47,1
4451122,4291872,985,78,41669,0,42654,78,1
3280389,4491689,1101,1,411419,0,412520,1,1
3454888,2638074,162,118,7886,0,8048,118,1
4360960,4698097,1642,35,110084,0,111726,35,1
422075,2956553,163,610,485,314,648,924,1
4011264,2695943,1360,6,116777,0,118137,6,1
4539231,2559683,81,12,2053,0,2134,12,1
1185597,1739376,64,6,1501,0,1565,6,1
3280389,544345,1101,2,411419,0,412520,2,1
2772256,4342395,82,59,4404,0,4486,59,1
1225988,382471,157,166,8881,0,9038,166,1
4360960,4296500,1642,48,110084,0,111726,48,1
4113414,1730590,403,101,3521,0,3924,101,1
1792987,1847077,97,163,3867,0,3964,163,1
607449,1212542,380,6,19369,0,19749,6,1
139255,2212785,12,2,1615,0,1627,2,1
2650412,937378,931,51,29038,0,29969,51,1
932720,4777557,1411,6,111323,0,112734,6,1
1628302,2757434,11,1,4819,0,4830,1,1
3676295,1518809,374,3,70881,0,71255,3,1
354904,2061860,3193,1,105780,0,108973,1,1
431769,2799941,89,662,231,55,320,717,1
4179002,306272,235,98,1340,0,1575,98,1
3857537,4019478,1008,11,5225,0,6233,11,1
4816740,3162591,141,174,7750,0,7891,174,1
2540979,1625895,245,157,1451,0,1696,157,1
2147720,3957425,1608,153,78786,0,80394,153,1
1331940,4634661,802,8,32617,0,33419,8,1
3280389,417185,1101,3,411419,0,412520,3,1
4411870,3224439,948,6,60517,0,61465,6,1
3671141,3855274,1444,217,48400,0,49844,217,1
4205408,202277,67,9,251,0,318,9,1
3361377,1305881,4841,1,761793,0,766634,1,1
2790006,297070,367,84,14747,0,15114,84,1
1348342,599121,241,80,1456,0,1697,80,1
914350,2984041,80,4,256,0,336,4,1
4023687,4282418,69,1,7295,0,7364,1,1
386424,1303064,131,21,7871,0,8002,21,1
1486758,4585089,337,70,11346,0,11683,70,1
532681,1722512,433,10,35023,0,35456,10,1
2827436,4510009,882,14,271525,0,272407,14,1
862958,653520,87,201,4203,0,4290,201,1
4018742,2780368,115,12,3140,0,3255,12,1
302470,3881634,229,641,799,8471,1028,9112,1
1189314,3649714,229,76,2366,0,2595,76,1
2281149,2459822,282,54,28082,0,28364,54,1
3375235,511247,562,91,3864,0,4426,91,1
1563367,4132582,15,13,709,0,724,13,1
4656285,4183291,1446,55,35428,0,36874,55,1
427805,4801729,483,24,156906,0,157389,24,1
408965,3622264,903,8,38623,0,39526,8,1
1241907,4057848,176,556,1602,3400,1778,3956,1
550699,4641162,19,3,229,0,248,3,1
3280389,904285,1101,1,411419,0,412520,1,1
2827436,3513644,882,1,271525,0,272407,1,1
3638272,1057958,2022,5,370904,0,372926,5,1
2100448,2525425,2,440,299,1129,301,1569,1
4044141,2848619,48,325,265,0,313,325,1
2790006,4603702,367,174,14747,0,15114,174,1
3987684,4091184,286,169,17372,1179,17658,1348,1
1250021,2924686,4637,6,85913,0,90550,6,1
2381218,4414381,298,59,3375,0,3673,59,1
1475591,4309586,178,8,3828,0,4006,8,1
875909,3157823,118,15,3602,0,3720,15,1
4191410,2614698,1590,56,96434,0,98024,56,1
2516076,15247,1455,60,77782,0,79237,60,1
3611989,1455977,200,168,1156,0,1356,168,1
2260014,325859,2466,92,98622,0,101088,92,1
2950311,1525797,807,97,85116,0,85923,97,1
532681,4725128,433,19,35023,0,35456,19,1
4220533,3548551,329,1,3527,0,3856,1,1
4360960,1600610,1642,19,110084,0,111726,19,1
3128197,3020559,122,46,6176,0,6298,46,1
940526,2353099,475,5,20786,0,21261,5,1
4318206,2110657,251,44,13123,0,13374,44,1
1839283,736677,765,5,36658,0,37423,5,1
1919631,847782,185,364,2750,1411,2935,1775,1
490279,4184944,73,171,639,0,712,171,1
2209136,744423,620,106,33789,0,34409,106,1
3280389,4597341,1101,1,411419,0,412520,1,1
1880135,1991068,810,97,71924,0,72734,97,1
4738916,3902256,1165,70,34124,0,35289,70,1
1984092,2174133,68,51,1890,0,1958,51,1
1225988,3709040,157,168,8881,0,9038,168,1
4493181,59360,351,3,2136,0,2487,3,1
2851109,3958556,450,1,98552,0,99002,1,1
4023687,1006915,69,3,7295,0,7364,3,1
2428341,560736,826,81,10151,0,10977,81,1
1234540,3434057,1071,79,75251,0,76322,79,1
3946538,1282861,127,18,400,0,527,18,1
4360960,4234558,1642,58,110084,0,111726,58,1
111922,3058280,303,10,6879,0,7182,10,1
1984092,886937,68,218,1890,923,1958,1141,1
3531730,1804029,334,54,9763,0,10097,54,1
1591435,228196,387,3,31245,0,31632,3,1
2881894,1921585,211,11,7468,0,7679,11,1
3671141,93306,1444,272,48400,0,49844,272,1
892512,4091129,1505,15,11757,51,13262,66,1
4846840,2045520,69,41,561,0,630,41,1
4649206,4273692,566,37,31367,0,31933,37,1
3294702,2099723,991,97,68888,1446,69879,1543,1
3361377,4399191,4841,4,761793,0,766634,4,1
4241523,3152785,71,447,1727,0,1798,447,1
2981537,3896860,1252,10,118718,0,119970,10,1
1110514,1730763,68,87,3569,0,3637,87,1
2502456,1464348,719,17,50725,0,51444,17,1
1735116,2054227,503,46,16146,0,16649,46,1
4701417,764970,305,17,3855,0,4160,17,1
4411870,2581746,948,40,60517,0,61465,40,1
3434766,2732723,82,556,894,0,976,556,1
4147530,333902,75,116,661,0,736,116,1
3361377,502002,4841,2,761793,0,766634,2,1
415521,2700916,175,651,2013,0,2188,651,1
2094626,2947351,194,1,2066,0,2260,1,1
2446968,4090994,452,27,20110,0,20562,27,1
3509903,238037,1530,4,509445,0,510975,4,1
320344,4479581,351,601,3831,19545,4182,20146,1
2536472,2869854,344,16,9725,0,10069,16,1
1903752,1642543,506,1,10494,0,11000,1,1
55290,4302343,58,2,250,0,308,2,1
4191727,3167410,463,1,26315,0,26778,1,1
2883731,1643790,213,62,5217,0,5430,62,1
519175,618422,173,402,7221,0,7394,402,1
4417253,1328480,1130,43,68389,0,69519,43,1
2897926,3734565,565,19,25983,0,26548,19,1
4417253,3956579,1130,18,68389,0,69519,18,1
932720,2010071,1411,31,111323,0,112734,31,1
663087,4222780,551,136,3410,0,3961,136,1
3065808,2074115,1235,31,82317,0,83552,31,1
4011264,309168,1360,67,116777,0,118137,67,1
2516076,3206270,1455,49,77782,0,79237,49,1
3112136,843166,406,14,41366,0,41772,14,1
2024753,2643544,172,520,1901,2,2073,522,1
1063358,2074375,1350,46,63494,0,64844,46,1
570984,2581162,430,137,4607,0,5037,137,1
3764177,2524964,1036,128,64563,0,65599,128,1
3501482,4214766,522,120,28046,0,28568,120,1
3396719,4211727,660,39,8141,0,8801,39,1
1603453,1666181,72,59,586,0,658,59,1
2681811,910291,284,4,6285,0,6569,4,1
3336522,1832783,36,65,2235,0,2271,65,1
3746611,1580508,69,720,1951,19611,2020,20331,1
91116,418485,239,83,2466,0,2705,83,1
474172,4497954,471,161,38713,0,39184,161,1
302204,1903588,366,135,3449,0,3815,135,1
2150273,3529061,649,9,6442,0,7091,9,1
3216427,3648271,262,38,6471,0,6733,38,1
1161189,796698,112,97,3964,0,4076,97,1
2195890,1736064,134,97,5208,0,5342,97,1
2107861,4730362,535,9,25743,0,26278,9,1
570984,776275,430,41,4607,0,5037,41,1
2590375,4549165,10,3,408,0,418,3,1
4417253,4482854,1130,16,68389,0,69519,16,1
522588,223026,496,104,20091,0,20587,104,1
4140279,1050633,337,1,49384,0,49721,1,1
1580988,2362981,2821,3,400133,0,402954,3,1
3764177,4541733,1036,54,64563,0,65599,54,1
364077,3292382,11,3,398,0,409,3,1
4013601,241332,653,446,14886,2086,15539,2532,1
129556,2866819,235,171,1685,613,1920,784,1
3676295,3902517,374,1,70881,0,71255,1,1
4416945,1645781,417,28,33228,0,33645,28,1
4507659,2257640,115,4,1270,0,1385,4,1
354904,4209834,3193,36,105780,0,108973,36,1
307250,1709239,919,2,35588,0,36507,2,1
2075015,4741067,2664,23,85781,0,88445,23,1
2772113,1050047,792,13,42907,0,43699,13,1
3509903,1287326,1530,1,509445,0,510975,1,1
1164306,1457506,463,127,671,0,1134,127,1
3280389,2089334,1101,1,411419,0,412520,1,1
3206499,2368874,1337,9,32033,0,33370,9,1
1438597,3876737,182,2951,1197,1921,1379,4872,1
3840026,3219388,278,9,468,0,746,9,1
3065808,2300139,1235,38,82317,0,83552,38,1
2950311,1908033,807,4,85116,0,85923,4,1
3676295,1349370,374,2,70881,0,71255,2,1
3361377,822424,4841,10,761793,0,766634,10,1
1580988,3532199,2821,2,400133,0,402954,2,1
3438576,4484985,3424,32,137753,0,141177,32,1
170530,2468638,34,269,273,0,307,269,1
2075015,1653213,2664,480,85781,229,88445,709,1
427805,4260566,483,1,156906,0,157389,1,1
4838376,1846739,606,119,26838,0,27444,119,1
2851109,190365,450,1,98552,0,99002,1,1
3824547,725254,1075,5,14337,0,15412,5,1
2662654,1446646,224,46,1542,0,1766,46,1
4505464,852111,99,24,2637,0,2736,24,1
2985933,1466698,663,170,1912,0,2575,170,1
2834992,4305163,69,14,1779,0,1848,14,1
2482338,2475518,712,166,24222,0,24934,166,1
1937293,1262947,434,15,16761,0,17195,15,1
2720781,2223435,251,10,170,0,421,10,1
2405789,527563,1010,91,93387,0,94397,91,1
4313572,1932389,930,50,16971,0,17901,50,1
532681,273451,433,148,35023,0,35456,148,1
3845119,2923946,461,41,28609,0,29070,41,1
905268,4738122,72,57,255,0,327,57,1
2345261,4753146,92,785,1694,0,1786,785,1
2021728,2946957,46,14,103,0,149,14,1
2261139,4303847,2014,43,42851,0,44865,43,1
1809305,34560,48,180,540,2748,588,2928,1
2664751,1702022,70,55,636,0,706,55,1
4045966,649089,167,655,1316,0,1483,655,1
2343253,455759,1882,28,86401,0,88283,28,1
2027839,2376732,213,4,2813,0,3026,4,1
4191727,2614615,463,142,26315,0,26778,142,1
4249983,830382,679,138,16076,0,16755,138,1
1539837,3666267,1127,46,62979,0,64106,46,1
522588,1802576,496,1,20091,0,20587,1,1
2998026,3315864,919,2,24182,0,25101,2,1
2886626,1838271,192,849,6077,0,6269,849,1
1545237,1943968,381,105,14327,0,14708,105,1
3320279,3978003,312,78,2691,0,3003,78,1
3509903,1871205,1530,2,509445,0,510975,2,1
3172610,4670865,34,134,2000,0,2034,134,1
544230,2427602,1532,8,60768,0,62300,8,1
60980,2636376,649,1,20708,0,21357,1,1
4460077,3542322,142,11,1071,0,1213,11,1
3128197,1138411,122,124,6176,0,6298,124,1
3449530,4438340,717,25,73648,0,74365,25,1
1353265,540737,128,32,6709,0,6837,32,1
2887240,4543630,1143,2,118405,0,119548,2,1
2407452,4685746,249,115,3937,0,4186,115,1
2788949,3217712,134,1,1950,0,2084,1,1
680923,677220,183,3,542,0,725,3,1
2343253,602345,1882,1,86401,0,88283,1,1
3549674,3506192,602,809,38542,0,39144,809,1
4856467,4122838,75,134,845,0,920,134,1
3997049,3182297,142,47,1189,0,1331,47,1
3235366,2567457,99,113,369,0,468,113,1
4505464,1285514,99,24,2637,0,2736,24,1
4289995,3734405,525,18,4959,0,5484,18,1
3361377,132951,4841,101,761793,0,766634,101,1
1355516,371188,315,112,2436,0,2751,112,1
4191410,2885151,1590,53,96434,0,98024,53,1
2883055,1172418,286,5,13198,0,13484,5,1
4345608,2050404,234,35,2526,0,2760,35,1
4423184,657111,384,21,29809,0,30193,21,1
4642569,4194018,872,432,27586,0,28458,432,1
3361377,121342,4841,17,761793,0,766634,17,1
4577918,994161,54,134,993,0,1047,134,1
4342519,1943104,138,4,11317,0,11455,4,1
3509903,2822466,1530,3,509445,0,510975,3,1
3764177,988416,1036,12,64563,0,65599,12,1
3228493,876294,19,1,2744,0,2763,1,1
725974,2335896,83,55,2505,0,2588,55,1
3481139,2306552,168,68,829,0,997,68,1
3361377,4351474,4841,2,761793,0,766634,2,1
3361377,1756467,4841,7,761793,0,766634,7,1
4738916,2303773,1165,3,34124,0,35289,3,1
3509903,1168812,1530,2,509445,0,510975,2,1
646699,3982871,51,3,864,0,915,3,1
253352,1415238,237,107,10413,0,10650,107,1
2713411,4820246,384,28,4637,0,5021,28,1
1790685,2531099,111,350,425,0,536,350,1
3509903,2046979,1530,8,509445,0,510975,8,1
466667,536598,442,67,4239,0,4681,67,1
22919,800046,28,73,1075,0,1103,73,1
837553,4151490,1249,205,61665,0,62914,205,1
2854332,4156608,21,1,168,0,189,1,1
974695,4720801,24,101,41,0,65,101,1
3361377,881297,4841,1,761793,0,766634,1,1
4750855,879107,355,166,18880,0,19235,166,1
4443577,2186885,509,5,11936,0,12445,5,1
530200,3591908,2035,163,62809,0,64844,163,1
153871,1653010,333,29,3892,0,4225,29,1
3756233,684117,40,18,1481,0,1521,18,1
687713,3386056,436,42,47160,0,47596,42,1
2851109,1147729,450,3,98552,0,99002,3,1
2031305,4102403,396,49,23435,0,23831,49,1
4272102,2002961,1608,1,104171,0,105779,1,1
4021290,1730280,5,111,199,0,204,111,1
60980,4609069,649,5,20708,0,21357,5,1
2187320,1990655,208,82,3143,0,3351,82,1
2209136,733063,620,96,33789,0,34409,96,1
4253538,2268005,1412,365,1533,307,2945,672,1
2110232,4330540,100,174,809,1509,909,1683,1
4360960,3596210,1642,151,110084,0,111726,151,1
2985909,3933402,706,41,43348,0,44054,41,1
1573878,3965141,99,2,489,0,588,2,1
228444,1896252,39,4,1802,0,1841,4,1
1140134,2323217,311,867,11111,0,11422,867,1
1455058,2393593,129,183,3856,0,3985,183,1
3395938,2770394,546,4,39878,0,40424,4,1
2358307,292024,46,44,1392,0,1438,44,1
439557,3281840,2090,15,61744,0,63834,15,1
2031305,2444754,396,2,23435,0,23831,2,1
855821,4166606,770,138,5493,553,6263,691,1
2711160,3060714,69,1783,313,6,382,1789,1
2948092,1594703,412,1,18486,0,18898,1,1
3361377,4294020,4841,2,761793,0,766634,2,1
3294702,4258397,991,49,68888,0,69879,49,1
932720,2956919,1411,20,111323,0,112734,20,1
60980,4701535,649,4,20708,0,21357,4,1
2981537,2873084,1252,15,118718,0,119970,15,1
3454057,1368516,216,130,2404,0,2620,130,1
427805,239413,483,1,156906,0,157389,1,1
439557,5400,2090,269,61744,0,63834,269,1
2281709,2938534,95,73,2301,0,2396,73,1
3294915,3950665,538,18,44,270,582,288,1
3758692,1583310,711,132,34731,0,35442,132,1
3891071,926122,69,1,272,0,341,1,1
4140279,1234411,337,6,49384,0,49721,6,1
2457029,2757131,77,2,10427,0,10504,2,1
4801471,755953,585,26,17979,0,18564,26,1
4731722,4686600,151,92,1196,0,1347,92,1
2147720,2130267,1608,157,78786,0,80394,157,1
2077019,3780189,38,3,1764,0,1802,3,1
3638272,4302149,2022,1,370904,0,372926,1,1
1234540,2709405,1071,81,75251,0,76322,81,1
3509903,2152188,1530,2,509445,0,510975,2,1
3633019,374902,746,24,32317,0,33063,24,1
1301815,3738477,752,31,48944,0,49696,31,1
4423184,2465419,384,36,29809,0,30193,36,1
1534362,3222336,1531,122,105859,0,107390,122,1
3361377,917811,4841,1,761793,0,766634,1,1
2893334,2483187,889,31,30148,0,31037,31,1
2025305,1603289,104,360,1007,873,1111,1233,1
4244384,1845201,45,13,1114,0,1159,13,1
1575009,1872284,429,27,37745,0,38174,27,1
2662809,1745051,303,25,10704,0,11007,25,1
1093081,612542,84,5,999,0,1083,5,1
2465641,1085365,383,2,2507,0,2890,2,1
681618,863619,75,8,8789,0,8864,8,1
3357903,4598435,268,1,1262,0,1530,1,1
