from,to,label,in_degree_from,in_degree_to,out_degree_from,out_degree_to,overall_degree_from,overall_degree_to,bi_degree_from,bi_degree_to,in_common_friends,out_common_friends,bi_common_friends,in_total_friends,out_total_friends,bi_total_friends,transitive_friends,preference_attanchment_score,adamic_adar,adamic_adar_out_in
1075792,1603231,1,181,13,4505,0,4686,13,157,0,4,0,0,190,4505,157,3,60918,0.41471596780062747,0.2931032192708172
2985909,3021512,1,706,109,43348,0,44054,109,422,0,23,0,0,792,43348,422,11,4801886,2.506108618164804,1.3040039859540016
354904,4463109,1,3193,31,105780,0,108973,31,3099,0,23,0,0,3201,105780,3099,23,3378163,2.534005141731288,2.534005141731288
3590948,1137955,1,492,41,2943,0,3435,41,452,0,24,0,0,509,2943,452,24,140835,2.9987696646126762,2.9987696646126762
2627841,2225714,1,418,6,12342,0,12760,6,412,0,1,0,0,423,12342,412,1,76560,0.09284616576109102,0.09284616576109102
4808135,865933,1,21,76,329,51,350,127,18,9,2,2,1,95,378,26,2,44450,0.303797318514886,0.196211036754543
4701737,4141758,1,98,3,4855,0,4953,3,91,0,1,0,0,100,4855,91,1,14859,0.07607990126022486,0.07607990126022486
1887669,1509457,1,733,70,23145,0,23878,70,727,0,48,0,0,755,23145,727,48,1671460,5.754692443572754,5.620786749674083
3638272,3710810,1,2022,1,370904,0,372926,1,1255,0,0,0,0,2023,370904,1255,0,372926,0.0,0.0
2290451,4858535,1,84,4,493,0,577,4,76,0,2,0,0,86,493,76,2,2308,0.316601600151338,0.316601600151338
4183784,1299627,1,931,52,59894,0,60825,52,909,0,43,0,0,940,59894,909,42,3162900,4.1271772994002776,4.029711816090108
3612446,1978518,1,32,1,1944,0,1976,1,24,0,0,0,0,33,1944,24,0,1976,0.0,0.0
3115867,100840,1,1350,76,61232,0,62582,76,1091,0,39,0,0,1387,61232,1091,38,4756232,3.821291124803792,3.6013975716072806
3280389,1211312,1,1101,1,411419,0,412520,1,400,0,0,0,0,1102,411419,400,0,412520,0.0,0.0
4208653,2121048,1,1820,95,21104,0,22924,95,1683,0,47,0,0,1868,21104,1683,46,2177780,4.741274402699482,4.60993426427522
4751453,4727352,1,520,109,27570,0,28090,109,505,0,74,0,0,555,27570,505,73,3061810,7.175133763178947,7.076528445620636
4165452,1657508,1,27,137,280,0,307,137,18,0,2,0,0,162,280,18,2,42059,0.5469796514470622,0.3132812045309692
2786853,3531892,1,91,5,922,0,1013,5,64,0,3,0,0,93,922,64,4,5065,0.517262936098655,0.517262936098655
1984092,4220603,1,68,177,1890,0,1958,177,63,0,4,0,0,241,1890,63,6,346566,0.5963623418434914,0.5963623418434914
4582129,1994475,1,1231,2,10356,0,11587,2,1121,0,0,0,0,1233,10356,1121,0,23174,0.0,0.0
3228493,3638162,1,19,1,2744,0,2763,1,3,0,0,0,0,20,2744,3,0,2763,0.0,0.0
2345261,3770358,1,92,1,1694,0,1786,1,87,0,0,0,0,93,1694,87,0,1786,0.0,0.0
1875,3021229,1,656,24,61388,0,62044,24,632,0,19,0,0,661,61388,632,19,1489056,1.914722152661779,1.914722152661779
4304056,1616492,1,164,310,12698,5893,12862,6203,159,305,64,1194,63,410,17397,401,65,79782986,232.21472806972122,6.34593312238617
2994391,4710137,1,315,21,6520,0,6835,21,312,0,11,0,0,325,6520,312,11,143535,1.25301614106271,1.25301614106271
3638272,1054134,1,2022,4,370904,0,372926,4,1255,0,0,0,0,2026,370904,1255,0,1491704,0.0,0.0
1494665,1210298,1,668,38,37638,0,38306,38,539,0,30,0,0,676,37638,539,33,1455628,3.0382280612531263,3.0382280612531263
3561502,2257859,1,1144,143,68800,0,69944,143,1138,0,120,0,0,1167,68800,1138,120,10001992,11.633811866151259,11.633811866151259
2375878,95216,1,248,7,14925,0,15173,7,243,0,2,0,0,253,14925,243,1,106211,0.15174959532103255,0.07794757616848602
3361377,510107,1,4841,2,761793,0,766634,2,3977,0,1,0,0,4842,761793,3977,1,1533268,0.11735182377940075,0.11735182377940075
3150595,3623300,1,78,19,2207,0,2285,19,66,0,14,0,0,83,2207,66,14,43415,1.9388221679378184,1.9388221679378184
866357,2536806,1,825,55,18479,0,19304,55,783,0,36,0,0,844,18479,783,36,1061720,3.533267264094328,3.430398522292165
4751453,237614,1,520,246,27570,0,28090,246,505,0,148,0,0,618,27570,505,147,6910140,14.728402956886802,14.629797639328492
4624595,4865925,1,722,14,53368,0,54090,14,711,0,10,0,0,726,53368,711,11,757260,0.9956415906787255,0.9956415906787255
2260014,2289094,1,2466,57,98622,0,101088,57,2337,0,33,0,0,2490,98622,2337,36,5762016,3.7781139227210314,3.7781139227210314
842615,2813938,1,510,53,12316,0,12826,53,493,0,39,0,0,524,12316,493,40,679778,3.9170304413802657,3.8196354717068397
1603899,1629249,1,497,2,5551,0,6048,2,464,0,1,0,0,498,5551,464,1,12096,0.11655548990032756,0.11655548990032756
3396499,2699684,1,125,14,372,8,497,22,117,6,12,7,5,127,373,118,12,10934,3.143895243418976,2.3979209825857843
3361377,2387689,1,4841,2,761793,0,766634,2,3977,0,1,0,0,4842,761793,3977,1,1533268,0.0864370927546495,0.0864370927546495
1225988,2437129,1,157,29,8881,0,9038,29,146,0,18,0,0,168,8881,146,17,262102,1.6098994153708803,1.5205703464145206
595757,457614,1,340,254,26738,0,27078,254,316,0,103,0,0,491,26738,316,100,6877812,10.956757270924074,10.201346142716291
2498087,898297,1,1630,3,32582,0,34212,3,1546,0,2,0,0,1631,32582,1546,2,102636,0.18707817574912167,0.18707817574912167
3116723,206788,1,194,46,4798,0,4992,46,191,0,13,0,0,227,4798,191,13,229632,1.182348861619441,1.182348861619441
2064376,3380412,1,139,1,5873,0,6012,1,121,0,0,0,0,140,5873,121,0,6012,0.0,0.0
1234540,4526883,1,1071,2,75251,0,76322,2,1040,0,1,0,0,1072,75251,1040,1,152644,0.07607990126022486,0.07607990126022486
427805,4618126,1,483,27,156906,0,157389,27,337,0,7,0,0,503,156906,337,18,4249503,2.821483373678234,2.688699170868772
3863177,1350411,1,30,9,615,0,645,9,27,0,0,0,0,39,615,27,0,5805,0.0,0.0
502082,3946047,1,589,31,16428,0,17017,31,575,0,24,0,0,596,16428,575,26,527527,2.510507794928565,2.510507794928565
431086,3002637,1,619,4,14910,0,15529,4,539,0,1,0,0,622,14910,539,1,62116,0.0860303509666347,0.0860303509666347
3320234,4731915,1,285,23,901,0,1186,23,133,0,9,0,0,299,901,133,3,27278,1.680429842201361,0.462731235920854
2000788,317579,1,29,13,250,0,279,13,18,0,0,0,0,42,250,18,0,3627,0.0,0.0
429643,2356536,1,767,46,19668,0,20435,46,749,0,30,0,0,783,19668,749,32,940010,3.03546359486183,3.03546359486183
3559552,3458868,1,145,51,2863,0,3008,51,145,0,1,0,0,195,2863,145,3,153408,0.27614278150440213,0.27614278150440213
3906136,3606506,1,387,1,41169,0,41556,1,376,0,0,0,0,388,41169,376,0,41556,0.0,0.0
3144238,3981769,1,326,50,28455,0,28781,50,299,0,33,0,0,343,28455,299,31,1439050,3.2493726724796548,3.0533558689753812
3638272,4733708,1,2022,1,370904,0,372926,1,1255,0,0,0,0,2023,370904,1255,0,372926,0.0,0.0
2829725,2265383,1,25,1,201,0,226,1,14,0,0,0,0,26,201,14,0,226,0.0,0.0
848275,1275854,1,76,19,1423,0,1499,19,72,0,11,0,0,84,1423,72,11,28481,0.9758118712124235,0.9758118712124235
858791,1862419,1,110,39,2663,0,2773,39,100,0,17,0,0,132,2663,100,16,108147,2.0632268365538353,1.9788939455301406
932720,606211,1,1411,22,111323,0,112734,22,1391,0,19,0,0,1414,111323,1391,18,2480148,1.8249224362671481,1.61289732744664
2120963,2881833,1,136,8,1318,0,1454,8,126,0,1,0,0,143,1318,126,1,11632,0.09575803315156572,0.09575803315156572
4272102,2126530,1,1608,72,104171,0,105779,72,1453,0,45,0,0,1635,104171,1453,43,7616088,5.029411140746453,4.607180885309113
1580988,4182113,1,2821,7,400133,0,402954,7,2471,0,4,0,0,2824,400133,2471,3,2820678,0.33556200222830423,0.2519952092289597
3578463,4358478,1,240,42,4104,0,4344,42,211,0,17,0,0,265,4104,211,17,182448,1.5295105385324725,1.5295105385324725
1580988,2822817,1,2821,2,400133,0,402954,2,2471,0,0,0,0,2823,400133,2471,0,805908,0.0,0.0
1062967,3637257,1,260,3,15276,0,15536,3,256,0,0,0,0,263,15276,256,0,46608,0.0,0.0
3768366,1041625,1,334,184,12403,0,12737,184,331,0,91,0,0,427,12403,331,94,2343608,8.973859797033857,8.973859797033857
3115867,1831370,1,1350,27,61232,0,62582,27,1091,0,9,0,0,1368,61232,1091,9,1689714,0.986757939606199,0.986757939606199
3198896,3574042,1,157,14,1397,0,1554,14,150,0,2,0,0,169,1397,150,2,21756,0.1730739191624563,0.1730739191624563
1839283,3581742,1,765,25,36658,0,37423,25,715,0,12,0,0,778,36658,715,11,935575,1.0691041050294647,0.9818079981855321
2985909,2568139,1,706,34,43348,0,44054,34,422,0,13,0,0,727,43348,422,1,1497836,1.2300123021025973,0.11083620502452023
4637792,1308199,1,430,1003,517,49,947,1052,80,4,77,1,0,1356,565,84,16,996244,11.474076672701525,2.1483864699958617
4727207,27079,1,925,21,84581,0,85506,21,633,0,7,0,0,939,84581,633,7,1795626,0.6968752242463289,0.6968752242463289
3361377,3245977,1,4841,1,761793,0,766634,1,3977,0,0,0,0,4842,761793,3977,0,766634,0.0,0.0
1138515,623422,1,341,313,12443,0,12784,313,336,0,121,0,0,533,12443,336,133,4001392,13.506342410118656,13.298557435983913
4360960,1770182,1,1642,16,110084,0,111726,16,1621,0,13,0,0,1645,110084,1621,13,1787616,1.2675192156004549,1.2675192156004549
408965,4855857,1,903,13,38623,0,39526,13,841,0,6,0,0,910,38623,841,9,513838,0.8712036494030881,0.8712036494030881
2981537,3411304,1,1252,1,118718,0,119970,1,621,0,0,0,0,1253,118718,621,0,119970,0.0,0.0
1503116,4360960,1,415,1642,37079,110084,37494,111726,396,1621,297,12935,281,1760,134228,1736,291,4189054644,2976.4329549658983,31.470659059558184
1494665,2733050,1,668,64,37638,0,38306,64,539,0,50,0,0,682,37638,539,50,2451584,4.753844154758003,4.658006047723376
3764177,1330684,1,1036,7,64563,0,65599,7,993,0,6,0,0,1037,64563,993,6,459193,0.5436137519589411,0.5436137519589411
3505066,4265170,1,131,10,3630,0,3761,10,128,0,1,0,0,140,3630,128,1,37610,0.10221858282922655,0.10221858282922655
1580988,1229579,1,2821,1,400133,0,402954,1,2471,0,0,0,0,2822,400133,2471,0,402954,0.0,0.0
4689808,1623178,1,280,180,14220,0,14500,180,276,0,58,0,0,402,14220,276,57,2610000,5.815731603895514,5.718266120585343
1057351,2940416,1,44,3,2235,0,2279,3,26,0,0,0,0,47,2235,26,0,6837,0.0,0.0
765601,4441085,1,1485,27,101510,0,102995,27,1306,0,22,0,0,1490,101510,1306,23,2780865,2.3840773531024326,2.3840773531024326
3338906,4111817,1,140,85,6745,0,6885,85,125,0,24,0,0,201,6745,125,25,585225,2.8133856797995653,2.4418770028065824
1966548,1128606,1,208,27,53149,0,53357,27,179,0,9,0,0,226,53149,179,10,1440639,0.9209331863692196,0.9209331863692196
1250021,2057179,1,4637,50,85913,0,90550,50,3034,0,31,0,0,4656,85913,3034,26,4527500,3.2530243647542187,2.465468208778832
2886626,1151850,1,192,48,6077,0,6269,48,182,0,41,0,0,199,6077,182,39,300912,4.843639949047527,4.494623186857898
2893334,2347011,1,889,26,30148,0,31037,26,873,0,18,0,0,897,30148,873,21,806962,1.9315740664818768,1.9315740664818768
3438576,952234,1,3424,46,137753,0,141177,46,3151,0,34,0,0,3436,137753,3151,35,6494142,3.662621547904252,3.5261790304543217
2885394,4049138,1,174,8,3481,0,3655,8,163,0,6,0,0,176,3481,163,6,29240,0.5571608920664968,0.5571608920664968
3590948,1794702,1,492,251,2943,0,3435,251,452,0,56,0,0,687,2943,452,54,862185,5.828199992362013,5.629010645501505
680015,109977,1,485,82,9502,0,9987,82,482,0,29,0,0,538,9502,482,29,818934,2.8235112348312468,2.8235112348312468
3509903,348914,1,1530,2,509445,0,510975,2,1285,0,1,0,0,1531,509445,1285,1,1021950,0.07747987297489226,0.07747987297489226
3074145,4063018,1,205,21,5623,0,5828,21,153,0,5,0,0,221,5623,153,3,122388,0.4440504106273908,0.2588871489850391
439557,1551925,1,2090,56,61744,0,63834,56,1990,0,41,0,0,2105,61744,1990,41,3574704,3.9296185264697043,3.9296185264697043
938472,1072552,1,124,91,4326,0,4450,91,113,0,16,0,0,199,4326,113,18,404950,1.7703008777654452,1.6836967621009873
3918618,4696176,1,299,521,3785,201,4084,722,290,97,35,22,4,785,3964,383,89,2948648,12.172618832796845,11.484793706241987
3694946,2067031,1,167,25,907,0,1074,25,161,0,8,0,0,184,907,161,9,26850,1.177120300836654,1.177120300836654
4140279,1585066,1,337,1,49384,0,49721,1,134,0,0,0,0,338,49384,134,0,49721,0.0,0.0
4406088,3309807,1,21,10,1106,0,1127,10,19,0,1,0,0,30,1106,19,1,11270,0.07380201915254651,0.07380201915254651
3707352,4356256,1,144,39,5112,0,5256,39,144,0,14,0,0,169,5112,144,14,204984,1.263473031966242,1.263473031966242
2490914,4723036,1,570,216,22965,0,23535,216,567,0,131,0,0,655,22965,567,131,5083560,13.136950478757038,13.136950478757038
2189017,591398,1,159,9,870,0,1029,9,112,0,1,0,0,167,870,112,1,9261,0.10654006057515969,0.10654006057515969
1875,3594580,1,656,18,61388,0,62044,18,632,0,14,0,0,660,61388,632,15,1116792,1.3020143562177215,1.3020143562177215
474172,4476589,1,471,21,38713,0,39184,21,466,0,10,0,0,482,38713,466,10,822864,0.9512690807175184,0.9512690807175184
3361377,2321049,1,4841,1,761793,0,766634,1,3977,0,0,0,0,4842,761793,3977,0,766634,0.0,0.0
2827436,890875,1,882,34,271525,0,272407,34,599,0,24,0,0,892,271525,599,25,9261838,2.3139972967835503,2.2379173955233256
3638272,2786863,1,2022,1,370904,0,372926,1,1255,0,0,0,0,2023,370904,1255,0,372926,0.0,0.0
4440160,2335850,1,736,39,20522,0,21258,39,705,0,34,0,0,741,20522,705,34,829062,3.0270667090436842,3.0270667090436842
1792987,4651422,1,97,78,3867,0,3964,78,83,0,64,0,0,111,3867,83,69,309192,8.320983961511857,7.992486407496478
2687552,2679815,1,238,12,25574,0,25812,12,237,0,8,0,0,242,25574,237,8,309744,0.7816187643419967,0.7816187643419967
2464401,237951,1,577,38,23681,0,24258,38,534,0,26,0,0,589,23681,534,28,921804,2.600106327903393,2.600106327903393
4853234,3270007,1,1256,4,29554,0,30810,4,809,0,1,0,0,1259,29554,809,0,123240,0.08693463438816679,0.0
3304867,1521447,1,217,4,1983,0,2200,4,194,0,0,0,0,221,1983,194,0,8800,0.0,0.0
837553,1896674,1,1249,24,61665,0,62914,24,1226,0,15,0,0,1258,61665,1226,16,1509936,1.536518266601696,1.536518266601696
1015986,3625884,1,604,31,14201,0,14805,31,541,0,25,0,0,610,14201,541,22,458955,2.348610156554297,2.079242627414071
2147720,302894,1,1608,156,78786,0,80394,156,1593,0,95,0,0,1669,78786,1593,97,12541464,10.300074726412527,10.300074726412527
2096270,4390928,1,970,38,26018,0,26988,38,634,0,19,0,0,989,26018,634,15,1025544,1.7693126101317345,1.4218764358296625
4417253,4736857,1,1130,11,68389,0,69519,11,1099,0,3,0,0,1138,68389,1099,3,764709,0.35181633576876864,0.35181633576876864
3509903,3845828,1,1530,2,509445,0,510975,2,1285,0,1,0,0,1531,509445,1285,0,1021950,0.08356679299934457,0.0
1415800,727191,1,67,287,301,0,368,287,53,0,5,0,0,349,301,53,5,105616,0.5823222909476659,0.464233622309521
1331570,4371496,1,103,105,2386,960,2489,1065,96,99,19,54,17,189,3292,178,20,2650785,7.895195909295053,1.9991664138437872
3488762,4601259,1,145,39,4916,0,5061,39,125,0,13,0,0,171,4916,125,14,197379,1.2791081242060935,1.2791081242060935
3896145,3742198,1,85,1,1108,0,1193,1,13,0,0,0,0,86,1108,13,0,1193,0.0,0.0
2884705,560724,1,649,158,10233,0,10882,158,511,0,50,0,0,757,10233,511,46,1719356,5.423147564969781,4.7435177650780105
708290,2564578,1,317,312,5975,0,6292,312,293,0,59,0,0,570,5975,293,62,1963104,7.386614264250575,6.9842488914839365
1686099,219493,1,53,264,281,0,334,264,39,0,13,0,0,304,281,39,10,88176,1.6561701917164182,1.2747781190005214
3509903,3793948,1,1530,1,509445,0,510975,1,1285,0,0,0,0,1531,509445,1285,0,510975,0.0,0.0
296476,3814694,1,112,9,297,0,409,9,33,0,0,0,0,121,297,33,3,3681,0.41961064650618674,0.41961064650618674
2381712,4130956,1,82,348,1479,0,1561,348,68,0,11,0,0,419,1479,68,15,543228,1.9286889898763975,1.8381873537340818
842476,1043631,1,898,1,12479,0,13377,1,861,0,0,0,0,899,12479,861,0,13377,0.0,0.0
1644171,4548216,1,1071,14,3690,0,4761,14,689,0,8,0,0,1077,3690,689,7,66654,0.9533885896357899,0.831194122405296
2343253,33991,1,1882,1,86401,0,88283,1,978,0,0,0,0,1883,86401,978,0,88283,0.0,0.0
4528103,4363390,1,268,267,14258,0,14526,267,240,0,109,0,0,426,14258,240,101,3878442,10.983971850820947,9.953082157706962
4479581,1998130,1,601,7,19545,0,20146,7,528,0,4,0,0,604,19545,528,4,141022,0.4594233288459994,0.4594233288459994
3981914,3122490,1,93,87,360,65,453,152,70,26,12,18,3,168,407,93,22,68856,5.0080646175467045,3.7832238396228397
1497278,1267076,1,1869,10,35111,0,36980,10,1854,0,6,0,0,1873,35111,1854,6,369800,0.6830051235734169,0.6830051235734169
2985909,1939607,1,706,16,43348,0,44054,16,422,0,5,0,0,717,43348,422,1,704864,0.4830830750479901,0.11775677363241867
3863016,4209490,1,67,103,2808,0,2875,103,54,0,14,0,0,156,2808,54,16,296125,1.6992237099489613,1.6148908189252666
1250021,965880,1,4637,4,85913,0,90550,4,3034,0,3,0,0,4638,85913,3034,3,362200,0.2598054514569771,0.2598054514569771
4565869,3855448,1,49,74,424,0,473,74,48,0,2,0,0,121,424,48,2,35002,0.19625516012557798,0.19625516012557798
1234540,1511227,1,1071,60,75251,0,76322,60,1040,0,43,0,0,1088,75251,1040,44,4579320,4.30238523193169,4.30238523193169
431709,1201256,1,205,786,5602,0,5807,786,190,0,99,0,0,892,5602,190,137,4564302,15.063773811058642,14.623821197085867
3082645,2894708,1,932,38,1825,0,2757,38,388,0,18,0,0,952,1825,388,9,104766,1.9657599053479453,0.9533744876288988
2981537,2434768,1,1252,2,118718,0,119970,2,621,0,1,0,0,1253,118718,621,1,239940,0.07607990126022486,0.07607990126022486
2499805,1130005,1,33,287,88,103,121,390,21,3,1,0,0,319,191,24,1,47190,0.11911495415532487,0.11911495415532487
4520526,3207929,1,33,20,1224,0,1257,20,30,0,0,0,0,53,1224,30,0,25140,0.0,0.0
4738916,4115588,1,1165,1,34124,0,35289,1,420,0,0,0,0,1166,34124,420,0,35289,0.0,0.0
4727207,385619,1,925,25,84581,0,85506,25,633,0,2,0,0,948,84581,633,2,2137650,0.18747686722212498,0.18747686722212498
4191727,2698056,1,463,185,26315,0,26778,185,459,0,133,0,0,515,26315,459,130,4953930,12.77834300582502,12.462231815982536
1497278,3357391,1,1869,13,35111,0,36980,13,1854,0,6,0,0,1876,35111,1854,6,480740,0.6160862398809579,0.6160862398809579
2887240,1013058,1,1143,1,118405,0,119548,1,825,0,0,0,0,1144,118405,825,0,119548,0.0,0.0
3438576,4296197,1,3424,41,137753,0,141177,41,3151,0,32,0,0,3433,137753,3151,33,5788257,3.361690354842511,3.2698187878071634
1652056,4683259,1,326,1,66845,0,67171,1,282,0,0,0,0,327,66845,282,0,67171,0.0,0.0
1927211,1616840,1,1668,48,113322,0,114990,48,1636,0,38,0,0,1678,113322,1636,33,5519520,3.7530962230683778,3.2261295690683514
1455058,4358376,1,129,2,3856,0,3985,2,57,0,0,0,0,131,3856,57,0,7970,0.0,0.0
2096270,3268364,1,970,45,26018,0,26988,45,634,0,12,0,0,1003,26018,634,15,1214460,1.5101070235930687,1.5101070235930687
3638272,2845987,1,2022,1,370904,0,372926,1,1255,0,0,0,0,2023,370904,1255,0,372926,0.0,0.0
253352,2357943,1,237,480,10413,0,10650,480,230,0,147,0,0,570,10413,230,148,5112000,15.834000477184073,15.371073016030737
2881894,1024917,1,211,131,7468,0,7679,131,211,0,56,0,0,286,7468,211,57,1005949,5.4486998316860875,5.4486998316860875
1580988,2413640,1,2821,12,400133,0,402954,12,2471,0,6,0,0,2827,400133,2471,4,4835448,0.5994903406892391,0.35662376613252056
2893334,3822209,1,889,99,30148,0,31037,99,873,0,64,0,0,924,30148,873,67,3072663,6.800622777062424,6.800622777062424
3930937,3502630,1,225,263,8777,0,9002,263,204,0,73,0,0,415,8777,204,72,2367526,7.839892286803075,7.178012210885013
4467395,455216,1,2084,160,14574,0,16658,160,2058,0,86,0,0,2158,14574,2058,83,2665280,8.914880708425217,8.578804499128033
1834690,4386869,1,17,7,184,0,201,7,11,0,0,0,0,24,184,11,0,1407,0.0,0.0
4485028,1955980,1,445,106,14565,0,15010,106,417,0,63,0,0,488,14565,417,64,1591060,6.071597120784456,5.976141275035693
3280389,2100142,1,1101,1,411419,0,412520,1,400,0,0,0,0,1102,411419,400,0,412520,0.0,0.0
1727464,1242964,1,267,767,1073,1168,1340,1935,195,197,92,95,29,942,2146,363,82,2592900,22.15799431125828,10.093853300122262
2388735,2454978,1,403,57,4921,175,5324,232,345,36,25,60,15,435,5036,366,29,1235168,16.04582418223989,4.579823768982161
3509903,3384950,1,1530,1,509445,0,510975,1,1285,0,0,0,0,1531,509445,1285,0,510975,0.0,0.0
2446968,4062175,1,452,248,20110,8522,20562,8770,442,215,107,1838,99,593,26794,558,106,180328740,344.8822929185512,10.390056428190666
259575,3267644,1,260,218,13949,0,14209,218,249,0,58,0,0,420,13949,249,57,3097562,5.445229024146554,5.347763540836384
2785529,506424,1,57,83,728,0,785,83,53,0,0,0,0,140,728,53,0,65155,0.0,0.0
4171214,507838,1,358,4,4601,0,4959,4,347,0,1,0,0,361,4601,347,1,19836,0.14480679514431263,0.14480679514431263
1913445,2537610,1,564,54,47943,0,48507,54,547,0,42,0,0,576,47943,547,44,2619378,4.210453746144212,4.210453746144212
1634335,4286907,1,144,369,849,0,993,369,105,0,28,0,0,485,849,105,27,366417,3.569048955601933,2.834921422175057
2827436,1485578,1,882,1,271525,0,272407,1,599,0,0,0,0,883,271525,599,0,272407,0.0,0.0
3361377,4215572,1,4841,3,761793,0,766634,3,3977,0,0,0,0,4844,761793,3977,1,2299902,0.12166846406324186,0.12166846406324186
2793437,808668,1,582,35,25447,0,26029,35,532,0,11,0,0,606,25447,532,11,911015,1.237790411462718,1.1022937527197818
1534362,462811,1,1531,13,105859,0,107390,13,1321,0,6,0,0,1538,105859,1321,6,1396070,0.5900371419397733,0.5900371419397733
3280389,4247968,1,1101,1,411419,0,412520,1,400,0,0,0,0,1102,411419,400,0,412520,0.0,0.0
1462439,2017177,1,777,17,5849,0,6626,17,764,0,7,0,0,787,5849,764,7,112642,0.6732771580601987,0.6732771580601987
1534362,2958013,1,1531,36,105859,0,107390,36,1321,0,25,0,0,1542,105859,1321,25,3866040,2.6523919884820866,2.5462953702107245
2985909,3039537,1,706,76,43348,0,44054,76,422,0,32,0,0,750,43348,422,4,3348104,3.130458825022845,0.4446740572094935
1234540,3746690,1,1071,165,75251,0,76322,165,1040,0,138,0,0,1098,75251,1040,134,12593130,13.871617208801457,13.46709740878945
3092943,2998317,1,352,279,2435,456,2787,735,260,103,81,74,31,550,2817,332,64,2048445,19.059417327040173,7.835755715617782
3201381,2627474,1,250,6,661,0,911,6,172,0,2,0,0,254,661,172,1,5466,0.31614701323900524,0.18619761651459218
2075015,4196387,1,2664,82,85781,0,88445,82,2530,0,68,0,0,2678,85781,2530,71,7252490,7.289228159186012,7.289228159186012
1103332,2787817,1,732,176,59415,0,60147,176,700,0,127,0,0,781,59415,700,132,10585872,13.131575140762036,13.026564955434157
379565,697947,1,46,18,2516,0,2562,18,7,0,0,0,0,64,2516,7,1,46116,0.08550664876712202,0.08550664876712202
378943,3446820,1,340,146,12563,0,12903,146,266,0,58,0,0,428,12563,266,59,1883838,6.89958020478651,5.993493316898699
3866209,633574,1,449,265,2902,0,3351,265,393,0,59,0,0,655,2902,393,58,888015,7.055925931396277,6.667299034695813
2881425,1815099,1,102,73,5272,0,5374,73,99,0,50,0,0,125,5272,99,58,392302,6.606927165848273,6.507537303661721
471706,1639769,1,794,7,65616,0,66410,7,709,0,1,0,0,800,65616,709,1,464870,0.0969427608568222,0.0969427608568222
1866521,3510647,1,13,10,167,0,180,10,8,0,1,0,0,22,167,8,1,1800,0.19267699042367142,0.09541892849458478
1606469,1107839,1,96,2,5210,0,5306,2,86,0,0,0,0,98,5210,86,0,10612,0.0,0.0
2023009,1031761,1,15,735,96,866,111,1601,14,117,2,5,0,748,957,131,8,177711,1.5254558740220745,1.1738577006688962
3361377,1699937,1,4841,7,761793,0,766634,7,3977,0,3,0,0,4845,761793,3977,3,5366438,0.3248187104577377,0.3248187104577377
1919631,3220141,1,185,259,2750,3705,2935,3964,129,241,36,158,24,408,6297,346,44,11634340,28.898171314704676,4.848749808843265
2787998,1250021,1,160,4637,85,85913,245,90550,32,3034,80,19,10,4717,85979,3056,11,22184750,12.758907056154568,1.5573117306251243
3063001,1481592,1,40,22,1110,0,1150,22,24,0,1,0,0,61,1110,24,2,25300,0.22961095864741093,0.22961095864741093
4751453,3474722,1,520,53,27570,0,28090,53,505,0,22,0,0,551,27570,505,22,1488770,2.09537193754442,2.09537193754442
3509903,2951879,1,1530,3,509445,0,510975,3,1285,0,1,0,0,1532,509445,1285,1,1532925,0.07380201915254651,0.07380201915254651
2827436,4587225,1,882,2,271525,0,272407,2,599,0,0,0,0,884,271525,599,0,544814,0.0,0.0
2758517,1739607,1,48,177,1829,0,1877,177,47,0,25,0,0,200,1829,47,26,332229,2.3764962826960234,2.3764962826960234
2339149,4686125,1,97,45,4258,0,4355,45,77,0,2,0,0,140,4258,77,10,195975,1.1819957003825179,1.1819957003825179
2035351,2914649,1,32,1,795,0,827,1,23,0,0,0,0,33,795,23,0,827,0.0,0.0
1478080,3174437,1,593,4,7009,0,7602,4,284,0,0,0,0,597,7009,284,0,30408,0.0,0.0
1234540,1877065,1,1071,77,75251,0,76322,77,1040,0,56,0,0,1092,75251,1040,56,5876794,5.264475988257537,5.264475988257537
2263130,2944368,1,712,131,14043,0,14755,131,559,0,69,0,0,774,14043,559,63,1932905,7.210838632832372,6.216400733388354
3638272,4094336,1,2022,2,370904,0,372926,2,1255,0,0,0,0,2024,370904,1255,0,745852,0.0,0.0
2887240,1130447,1,1143,3,118405,0,119548,3,825,0,1,0,0,1145,118405,825,1,358644,0.07747987297489226,0.07747987297489226
1140134,2764870,1,311,7,11111,0,11422,7,302,0,4,0,0,314,11111,302,4,79954,0.46080470074171503,0.46080470074171503
3395938,327716,1,546,162,39878,0,40424,162,321,0,44,0,0,664,39878,321,41,6548688,5.6924215667031675,4.2394165718706
4798192,515143,1,816,108,20426,0,21242,108,743,0,46,0,0,878,20426,743,48,2294136,4.806585586457721,4.604888564126456
3033166,3235641,1,312,2,4444,0,4756,2,266,0,1,0,0,313,4444,266,1,9512,0.07747987297489226,0.07747987297489226
1580988,1087564,1,2821,3,400133,0,402954,3,2471,0,1,0,0,2823,400133,2471,1,1208862,0.08693463438816679,0.08693463438816679
201249,2929883,1,323,65,621,0,944,65,208,0,8,0,0,380,621,208,7,61360,1.1994347993657435,1.0728032252369255
4192206,1573370,1,468,125,18229,0,18697,125,422,0,69,0,0,524,18229,422,68,2337125,6.957198371439366,6.547637151193622
